Data,NNKO,NNO,NNSW,NNZ,NNA,WIBOR6M_rate,WIG20,SPX,Gold,Bitcoin
2018-10-13,129.0,306.65,264.15,310.3,298.22,1.79,2186.62,2767.13,1218.06,6259.67
2018-10-14,129.0,306.65,264.15,310.3,298.22,1.79,2186.62,2767.13,1218.06,6295.93
2018-10-15,129.0,306.7,263.93,309.73,297.32,1.79,2170.05,2750.79,1226.18,6543.5
2018-10-16,129.01,306.81,265.2,312.34,301.97,1.79,2216.8,2809.92,1227.03,6576.06
2018-10-17,129.04,306.89,264.7,311.43,300.44,1.79,2199.53,2809.21,1223.51,6567.25
2018-10-18,129.04,306.77,264.48,310.96,299.54,1.79,2188.1,2768.78,1228.15,6462.77
2018-10-19,129.05,306.7,264.67,311.29,299.97,1.79,2196.99,2767.78,1226.44,6466.0
2018-10-20,129.05,306.7,264.67,311.29,299.97,1.79,2196.99,2767.78,1226.44,6434.05
2018-10-21,129.05,306.7,264.67,311.29,299.97,1.79,2196.99,2767.78,1226.44,6534.59
2018-10-22,129.05,306.75,264.21,310.35,298.56,1.79,2193.08,2755.88,1222.1,6483.39
2018-10-23,129.07,306.97,263.13,307.66,293.91,1.79,2147.81,2740.69,1231.62,6473.4
2018-10-24,129.07,307.07,262.99,307.39,293.43,1.79,2144.4,2656.1,1233.9,6491.72
2018-10-25,129.04,307.0,262.86,307.38,293.21,1.79,2142.69,2705.57,1231.58,6470.53
2018-10-26,129.06,307.17,261.19,303.67,286.93,1.79,2082.77,2658.69,1233.94,6457.67
2018-10-27,129.06,307.17,261.19,303.67,286.93,1.79,2082.77,2658.69,1233.94,6478.03
2018-10-28,129.06,307.17,261.19,303.67,286.93,1.79,2082.77,2658.69,1233.94,6460.29
2018-10-29,129.08,307.3,261.71,304.74,288.53,1.79,2103.72,2641.25,1230.24,6311.74
2018-10-30,129.11,307.28,262.16,305.71,290.12,1.79,2122.73,2682.63,1223.45,6309.74
2018-10-31,129.13,307.2,263.18,307.86,293.89,1.79,2151.88,2711.74,1215.37,6350.67
2018-11-01,129.13,307.2,263.18,307.86,293.89,1.79,2151.88,2740.37,1232.93,6379.51
2018-11-02,129.1,307.22,264.38,310.9,299.1,1.79,2197.68,2723.06,1233.04,6392.82
2018-11-03,129.1,307.22,264.38,310.9,299.1,1.79,2197.68,2723.06,1233.04,6374.94
2018-11-04,129.1,307.22,264.38,310.9,299.1,1.79,2197.68,2723.06,1233.04,6447.79
2018-11-05,129.1,307.36,265.33,313.01,302.65,1.79,2233.74,2738.31,1231.9,6432.91
2018-11-06,129.03,307.38,265.29,313.07,302.89,1.79,2230.34,2755.45,1227.46,6468.23
2018-11-07,129.05,307.3,266.43,315.52,306.96,1.79,2276.65,2813.89,1227.13,6529.0
2018-11-08,129.03,306.83,266.0,314.46,306.03,1.79,2262.84,2806.83,1223.63,6447.98
2018-11-09,129.09,306.92,265.06,312.28,302.29,1.79,2232.25,2781.01,1209.95,6377.54
2018-11-10,129.09,306.92,265.06,312.28,302.29,1.79,2232.25,2781.01,1209.95,6410.99
2018-11-11,129.09,306.92,265.06,312.28,302.29,1.79,2232.25,2781.01,1209.95,6366.41
2018-11-12,129.09,306.92,265.06,312.28,302.29,1.79,2232.25,2726.22,1200.01,6373.48
2018-11-13,129.13,307.03,264.76,311.83,301.71,1.79,2217.97,2722.18,1202.2,6356.86
2018-11-14,129.08,306.78,264.95,312.27,302.5,1.79,2231.9,2701.58,1211.69,5643.1
2018-11-15,129.1,306.58,264.06,310.5,299.95,1.79,2202.91,2730.2,1214.22,5561.46
2018-11-16,129.1,306.37,262.59,307.83,295.71,1.79,2165.46,2736.27,1222.05,5510.9
2018-11-17,129.1,306.37,262.59,307.83,295.71,1.79,2165.46,2736.27,1222.05,5562.52
2018-11-18,129.1,306.37,262.59,307.83,295.71,1.79,2165.46,2736.27,1222.05,5606.2
2018-11-19,129.17,306.73,263.29,309.28,297.93,1.79,2189.73,2690.73,1224.09,4868.9
2018-11-20,129.21,306.85,262.48,307.38,294.52,1.79,2160.57,2641.89,1221.33,4329.8
2018-11-21,129.11,306.79,263.81,310.34,300.01,1.79,2219.62,2649.93,1226.64,4525.68
2018-11-22,129.13,306.77,264.23,311.13,301.5,1.79,2236.35,2649.93,1227.38,4469.33
2018-11-23,129.13,307.03,263.98,310.63,300.42,1.79,2225.39,2632.56,1223.11,4380.58
2018-11-24,129.13,307.03,263.98,310.63,300.42,1.79,2225.39,2632.56,1223.11,3798.41
2018-11-25,129.13,307.03,263.98,310.63,300.42,1.79,2225.39,2632.56,1223.11,4001.87
2018-11-26,129.09,306.97,263.5,309.66,298.62,1.79,2213.57,2673.45,1223.53,3703.05
2018-11-27,129.13,307.0,263.96,310.68,300.35,1.79,2222.85,2682.17,1215.72,3847.37
2018-11-28,129.15,307.15,265.0,312.86,304.11,1.79,2264.51,2743.79,1221.14,4231.59
2018-11-29,129.14,307.46,266.05,314.99,307.8,1.79,2303.37,2737.8,1224.75,4262.34
2018-11-30,129.08,307.89,265.67,314.12,306.23,1.79,2291.08,2760.17,1222.13,3984.71
2018-12-01,129.08,307.89,265.67,314.12,306.23,1.79,2291.08,2760.17,1222.13,4232.94
2018-12-02,129.08,307.89,265.67,314.12,306.23,1.79,2291.08,2760.17,1222.13,4165.14
2018-12-03,129.11,308.17,267.05,316.83,310.75,1.79,2329.37,2790.37,1231.54,3881.88
2018-12-04,129.12,308.1,267.44,317.39,312.03,1.79,2344.91,2700.06,1239.03,3942.46
2018-12-05,129.15,307.86,267.32,317.29,312.28,1.79,2354.54,2700.06,1237.31,3752.88
2018-12-06,129.12,308.15,265.72,313.56,305.86,1.79,2294.34,2695.95,1238.42,3628.66
2018-12-07,129.1,307.9,265.21,312.86,304.6,1.79,2281.54,2633.08,1248.53,3426.29
2018-12-08,129.1,307.9,265.21,312.86,304.6,1.79,2281.54,2633.08,1248.53,3546.29
2018-12-09,129.1,307.9,265.21,312.86,304.6,1.79,2281.54,2633.08,1248.53,3589.11
2018-12-10,129.14,308.06,264.38,311.04,301.14,1.79,2242.1,2637.72,1244.45,3478.85
2018-12-11,129.16,308.32,264.12,310.48,299.76,1.79,2221.37,2636.78,1243.66,3414.69
2018-12-12,129.13,308.84,265.46,312.99,304.24,1.79,2275.15,2651.07,1245.64,3465.88
2018-12-13,129.14,309.01,266.79,315.62,308.96,1.79,2310.66,2650.54,1242.66,3307.65
2018-12-14,129.21,309.29,266.61,315.1,307.89,1.79,2303.41,2599.95,1238.43,3258.08
2018-12-15,129.21,309.29,266.61,315.1,307.89,1.79,2303.41,2599.95,1238.43,3244.81
2018-12-16,129.21,309.29,266.61,315.1,307.89,1.79,2303.41,2599.95,1238.43,3257.64
2018-12-17,129.18,309.3,265.93,313.69,305.32,1.79,2281.87,2545.94,1246.7,3526.68
2018-12-18,129.25,309.87,266.75,314.84,307.24,1.79,2315.18,2546.16,1248.35,3607.14
2018-12-19,129.28,309.75,266.98,314.95,307.64,1.79,2342.81,2506.96,1243.07,3769.17
2018-12-20,129.29,310.21,266.17,313.05,303.8,1.79,2306.68,2467.42,1260.68,4125.31
2018-12-21,129.36,310.82,265.27,310.78,299.23,1.79,2259.77,2416.62,1255.46,3883.73
2018-12-22,129.36,310.82,265.27,310.78,299.23,1.79,2259.77,2416.62,1255.46,3924.96
2018-12-23,129.36,310.82,265.27,310.78,299.23,1.79,2259.77,2416.62,1255.46,4013.32
2018-12-24,129.36,310.82,265.27,310.78,299.23,1.79,2259.77,2351.1,1269.2,4107.12
2018-12-25,129.36,310.82,265.27,310.78,299.23,1.79,2259.77,2351.1,1269.2,3820.89
2018-12-26,129.36,310.82,265.27,310.78,299.23,1.79,2259.77,2467.7,1267.41,3850.77
2018-12-27,129.42,310.89,265.13,310.54,298.72,1.79,2251.38,2488.83,1275.59,3647.5
2018-12-28,129.48,310.96,265.85,311.88,301.08,1.79,2276.63,2485.74,1280.04,3929.69
2018-12-29,129.48,310.96,265.85,311.88,301.08,1.79,2276.63,2485.74,1280.04,3958.46
2018-12-30,129.48,310.96,265.85,311.88,301.08,1.79,2276.63,2485.74,1280.04,3885.54
2018-12-31,129.48,310.96,265.85,311.88,301.08,1.79,2276.63,2506.85,1282.56,3743.77
2019-01-01,129.48,310.96,265.85,311.88,301.08,1.79,2276.63,2506.85,1282.56,3781.26
2019-01-02,129.53,311.77,266.72,313.22,303.17,1.79,2301.62,2510.03,1283.74,3960.95
2019-01-03,129.56,311.66,265.42,310.77,298.62,1.79,2247.22,2447.89,1293.53,3844.51
2019-01-04,129.54,311.38,266.49,313.01,302.49,1.79,2284.95,2531.94,1285.03,3870.7
2019-01-05,129.54,311.38,266.49,313.01,302.49,1.79,2284.95,2531.94,1285.03,3867.56
2019-01-06,129.54,311.38,266.49,313.01,302.49,1.79,2284.95,2531.94,1285.03,4089.15
2019-01-07,129.54,311.54,267.85,315.78,307.43,1.79,2331.45,2549.69,1288.78,4041.56
2019-01-08,129.52,311.06,267.66,315.53,307.25,1.79,2325.19,2574.41,1284.67,4049.27
2019-01-09,129.47,310.79,267.75,315.97,308.33,1.79,2341.84,2584.96,1292.77,4049.55
2019-01-10,129.5,311.12,267.76,315.77,307.71,1.79,2335.31,2596.64,1287.72,3666.46
2019-01-11,129.53,312.42,268.65,316.94,308.75,1.79,2335.1,2596.26,1288.25,3652.69
2019-01-12,129.53,312.42,268.65,316.94,308.75,1.79,2335.1,2596.26,1288.25,3667.87
2019-01-13,129.53,312.42,268.65,316.94,308.75,1.79,2335.1,2596.26,1288.25,3540.66
2019-01-14,129.52,312.77,268.51,316.32,307.53,1.79,2327.66,2582.61,1291.55,3700.97
2019-01-15,129.5,312.99,268.98,317.27,309.15,1.79,2344.56,2610.3,1289.34,3613.31
2019-01-16,129.5,312.18,269.37,318.45,311.94,1.79,2364.17,2616.1,1294.33,3618.01
2019-01-17,129.48,311.86,269.08,318.04,311.37,1.79,2358.97,2635.96,1291.85,3672.57
2019-01-18,129.53,311.5,269.44,318.92,313.4,1.79,2377.87,2670.71,1280.96,3648.2
2019-01-19,129.53,311.5,269.44,318.92,313.4,1.79,2377.87,2670.71,1280.96,3735.88
2019-01-20,129.53,311.5,269.44,318.92,313.4,1.79,2377.87,2670.71,1280.96,3578.57
2019-01-21,129.55,311.55,268.93,317.92,311.36,1.79,2358.3,2670.71,1280.28,3568.87
2019-01-22,129.53,311.59,268.72,317.61,310.75,1.79,2359.23,2632.9,1283.53,3605.45
2019-01-23,129.61,311.7,269.98,320.15,315.57,1.79,2407.09,2638.7,1283.15,3571.16
2019-01-24,129.68,312.08,270.02,319.95,315.08,1.79,2406.38,2642.33,1281.05,3591.9
2019-01-25,129.66,312.17,269.96,319.85,314.62,1.79,2398.74,2664.76,1300.23,3585.46
2019-01-26,129.66,312.17,269.96,319.85,314.62,1.79,2398.74,2664.76,1300.23,3606.2
2019-01-27,129.66,312.17,269.96,319.85,314.62,1.79,2398.74,2664.76,1300.23,3572.1
2019-01-28,129.65,312.22,269.26,318.43,311.94,1.79,2370.62,2643.85,1302.85,3453.18
2019-01-29,129.65,312.54,269.45,318.58,311.96,1.79,2373.3,2640.0,1310.86,3419.75
2019-01-30,129.65,312.69,268.96,317.64,310.1,1.79,2357.79,2681.05,1320.58,3471.01
2019-01-31,129.72,313.38,269.88,318.96,312.15,1.79,2380.11,2704.1,1321.37,3447.07
2019-02-01,129.72,313.38,269.88,318.96,312.15,1.79,2393.43,2706.53,1317.93,3467.76
2019-02-02,129.72,313.38,269.88,318.96,312.15,1.79,2393.43,2706.53,1317.93,3468.46
2019-02-03,129.72,313.38,269.88,318.96,312.15,1.79,2393.43,2706.53,1317.93,3436.99
2019-02-04,129.72,313.38,269.88,318.96,312.15,1.79,2390.46,2724.87,1311.3,3432.99
2019-02-05,129.75,313.04,270.56,320.29,315.22,1.79,2409.32,2737.7,1314.91,3440.29
2019-02-06,129.79,313.08,270.87,320.9,316.43,1.79,2414.41,2731.61,1307.21,3394.7
2019-02-07,129.82,313.09,269.58,318.4,311.79,1.79,2371.33,2706.05,1310.94,3378.24
2019-02-08,129.8,313.26,269.47,318.18,311.11,1.79,2354.11,2707.88,1314.45,3629.13
2019-02-09,129.8,313.26,269.47,318.18,311.11,1.79,2354.11,2707.88,1314.45,3647.02
2019-02-10,129.8,313.26,269.47,318.18,311.11,1.79,2354.11,2707.88,1314.45,3656.96
2019-02-11,129.81,312.98,269.24,318.04,310.98,1.79,2354.28,2709.8,1308.06,3618.21
2019-02-12,129.8,312.94,269.73,318.93,312.92,1.79,2370.99,2744.73,1310.3,3610.97
2019-02-13,129.8,312.84,268.88,317.37,310.34,1.79,2346.39,2753.03,1306.54,3601.79
2019-02-14,129.8,313.16,268.32,316.26,307.65,1.79,2319.92,2745.73,1311.97,3590.87
2019-02-15,129.8,313.18,268.92,317.45,309.97,1.79,2338.2,2775.6,1321.04,3591.89
2019-02-16,129.8,313.18,268.92,317.45,309.97,1.79,2338.2,2775.6,1321.04,3624.21
2019-02-17,129.8,313.18,268.92,317.45,309.97,1.79,2338.2,2775.6,1321.04,3650.95
2019-02-18,129.8,313.17,268.67,316.98,309.06,1.79,2325.67,2775.6,1326.53,3901.61
2019-02-19,129.82,313.33,268.61,316.77,308.44,1.79,2322.41,2779.76,1340.51,3942.03
2019-02-20,129.87,313.78,269.79,318.99,312.52,1.79,2369.7,2784.7,1339.14,3955.94
2019-02-21,129.83,313.45,269.05,317.69,310.15,1.79,2339.85,2774.88,1324.52,3925.91
2019-02-22,129.88,313.57,269.6,318.78,312.06,1.79,2355.77,2792.67,1328.46,3988.86
2019-02-23,129.88,313.57,269.6,318.78,312.06,1.79,2355.77,2792.67,1328.46,4153.65
2019-02-24,129.88,313.57,269.6,318.78,312.06,1.79,2355.77,2792.67,1328.46,3798.13
2019-02-25,129.69,312.43,269.53,319.2,313.72,1.79,2371.69,2796.11,1328.15,3848.89
2019-02-26,129.76,312.7,269.59,319.08,312.93,1.79,2365.93,2793.9,1328.52,3819.15
2019-02-27,129.77,312.18,268.6,317.23,309.83,1.79,2333.81,2792.38,1321.01,3804.79
2019-02-28,129.8,311.26,268.05,316.58,309.4,1.79,2332.23,2784.49,1312.45,3827.68
2019-03-01,129.79,311.12,268.19,316.94,310.24,1.79,2333.11,2803.69,1291.39,3836.75
2019-03-02,129.79,311.12,268.19,316.94,310.24,1.79,2333.11,2803.69,1291.39,3842.99
2019-03-03,129.79,311.12,268.19,316.94,310.24,1.79,2333.11,2803.69,1291.39,3809.5
2019-03-04,129.82,311.33,268.02,316.53,309.34,1.79,2328.05,2792.81,1287.38,3722.8
2019-03-05,129.83,311.42,267.82,316.04,308.42,1.79,2321.32,2789.65,1288.48,3863.66
2019-03-06,129.83,311.55,268.08,316.46,309.52,1.79,2327.16,2771.45,1286.06,3875.54
2019-03-07,129.84,311.96,267.75,315.49,307.61,1.79,2308.48,2748.93,1285.07,3888.46
2019-03-08,129.86,312.15,267.5,314.9,306.18,1.79,2298.97,2743.07,1300.17,3854.17
2019-03-09,129.86,312.15,267.5,314.9,306.18,1.79,2298.97,2743.07,1300.17,3929.49
2019-03-10,129.86,312.15,267.5,314.9,306.18,1.79,2298.97,2743.07,1300.17,3933.73
2019-03-11,129.86,312.0,267.48,315.09,306.64,1.79,2300.22,2783.3,1293.71,3880.38
2019-03-12,129.85,311.8,267.56,315.44,307.66,1.79,2310.1,2791.52,1301.22,3894.65
2019-03-13,129.84,312.16,268.0,316.3,309.07,1.79,2314.79,2810.92,1308.9,3877.17
2019-03-14,129.85,311.83,268.12,316.73,309.92,1.79,2319.28,2808.48,1296.48,3882.53
2019-03-15,129.88,311.79,268.96,318.46,313.17,1.79,2346.25,2822.48,1302.25,3921.25
2019-03-16,129.88,311.79,268.96,318.46,313.17,1.79,2346.25,2822.48,1302.25,4024.3
2019-03-17,129.88,311.79,268.96,318.46,313.17,1.79,2346.25,2822.48,1302.25,4003.04
2019-03-18,129.87,311.71,268.97,318.51,313.29,1.79,2345.84,2832.94,1303.89,3992.31
2019-03-19,129.88,311.49,269.02,318.72,313.81,1.79,2352.42,2832.57,1306.05,4017.6
2019-03-20,129.89,311.79,269.14,318.78,313.67,1.79,2351.83,2824.23,1313.69,4056.15
2019-03-21,130.0,311.86,269.2,318.87,313.88,1.79,2359.02,2854.88,1309.36,3999.55
2019-03-22,130.13,312.84,268.66,317.02,309.43,1.79,2319.1,2800.71,1313.31,4004.08
2019-03-23,130.13,312.84,268.66,317.02,309.43,1.79,2319.1,2800.71,1313.31,4002.65
2019-03-24,130.13,312.84,268.66,317.02,309.43,1.79,2319.1,2800.71,1313.31,3991.24
2019-03-25,130.19,312.84,268.31,316.24,307.69,1.79,2312.79,2798.36,1321.84,3923.32
2019-03-26,130.19,312.62,268.62,317.17,309.62,1.79,2324.91,2818.46,1316.08,3932.69
2019-03-27,130.28,312.98,268.24,316.41,307.93,1.79,2315.17,2805.37,1309.78,4032.15
2019-03-28,130.26,313.17,268.4,316.3,307.39,1.79,2313.77,2815.44,1290.6,4033.59
2019-03-29,130.27,313.03,268.68,316.82,308.06,1.79,2312.09,2834.4,1292.3,4103.18
2019-03-30,130.27,313.03,268.68,316.82,308.06,1.79,2312.09,2834.4,1292.3,4109.42
2019-03-31,130.27,313.03,268.68,316.82,308.06,1.79,2312.09,2834.4,1292.3,4112.79
2019-04-01,130.23,312.76,269.27,318.24,310.86,1.79,2340.74,2867.19,1287.7,4147.91
2019-04-02,130.3,312.87,270.14,320.14,314.31,1.79,2371.14,2867.24,1292.5,4804.36
2019-04-03,130.2,312.58,271.12,322.27,318.66,1.79,2407.63,2873.4,1290.46,5180.17
2019-04-04,130.18,312.42,270.53,321.22,317.06,1.79,2388.59,2879.39,1291.7,4939.49
2019-04-05,130.26,312.48,269.71,319.67,314.2,1.79,2351.08,2892.74,1291.91,5019.39
2019-04-06,130.26,312.48,269.71,319.67,314.2,1.79,2351.08,2892.74,1291.91,5023.31
2019-04-07,130.26,312.48,269.71,319.67,314.2,1.79,2351.08,2892.74,1291.91,5169.48
2019-04-08,130.25,312.46,269.89,319.72,314.31,1.79,2359.52,2895.77,1298.22,5284.83
2019-04-09,130.31,312.56,270.24,320.54,315.79,1.79,2367.84,2878.2,1305.19,5227.49
2019-04-10,130.34,312.84,270.9,321.7,317.68,1.79,2391.8,2888.21,1306.86,5298.01
2019-04-11,130.36,312.75,270.43,320.72,315.82,1.79,2374.97,2888.32,1293.17,5032.62
2019-04-12,130.34,312.55,270.14,320.22,315.02,1.79,2366.71,2907.41,1290.34,5069.53
2019-04-13,130.34,312.55,270.14,320.22,315.02,1.79,2366.71,2907.41,1290.34,5088.84
2019-04-14,130.34,312.55,270.14,320.22,315.02,1.79,2366.71,2907.41,1290.34,5113.97
2019-04-15,130.44,313.06,270.14,320.13,314.53,1.79,2358.19,2905.58,1289.0,5029.64
2019-04-16,130.49,313.22,270.32,320.46,315.24,1.79,2372.18,2907.06,1276.9,5213.61
2019-04-17,130.56,313.15,270.43,320.72,315.89,1.79,2378.31,2900.45,1274.54,5243.88
2019-04-18,130.61,313.08,270.04,319.85,314.36,1.79,2365.36,2905.03,1275.77,5301.93
2019-04-19,130.61,313.08,270.04,319.85,314.36,1.79,2365.36,2905.03,1275.77,5279.29
2019-04-20,130.61,313.08,270.04,319.85,314.36,1.79,2365.36,2905.03,1275.77,5284.69
2019-04-21,130.61,313.08,270.04,319.85,314.36,1.79,2365.36,2905.03,1275.77,5283.02
2019-04-22,130.61,313.08,270.04,319.85,314.36,1.79,2365.36,2907.97,1274.86,5396.25
2019-04-23,130.67,312.79,269.93,319.7,314.13,1.79,2370.63,2933.68,1271.78,5578.81
2019-04-24,130.63,312.85,270.01,319.78,314.22,1.79,2372.33,2927.25,1275.62,5445.35
2019-04-25,130.64,312.54,269.44,318.72,312.54,1.79,2358.76,2926.17,1276.71,5404.27
2019-04-26,130.6,312.68,269.97,319.79,314.36,1.79,2372.25,2939.88,1285.53,5213.78
2019-04-27,130.6,312.68,269.97,319.79,314.36,1.79,2372.25,2939.88,1285.53,5267.63
2019-04-28,130.6,312.68,269.97,319.79,314.36,1.79,2372.25,2939.88,1285.53,5257.42
2019-04-29,130.61,312.31,269.56,319.14,313.55,1.79,2368.08,2943.03,1280.79,5212.71
2019-04-30,130.58,311.32,268.39,317.3,310.88,1.79,2334.21,2945.83,1283.48,5349.44
2019-05-01,130.58,311.32,268.39,317.3,310.88,1.79,2334.21,2923.73,1277.63,5372.51
2019-05-02,130.6,310.9,267.6,315.91,308.84,1.79,2319.08,2917.52,1270.92,5509.88
2019-05-03,130.6,310.9,267.6,315.91,308.84,1.79,2319.08,2945.64,1278.29,5792.81
2019-05-04,130.6,310.9,267.6,315.91,308.84,1.79,2319.08,2945.64,1278.29,5849.07
2019-05-05,130.6,310.9,267.6,315.91,308.84,1.79,2319.08,2945.64,1278.29,5825.53
2019-05-06,130.65,311.13,266.96,314.5,306.04,1.79,2290.13,2932.47,1280.5,5758.68
2019-05-07,130.64,311.55,265.9,312.06,301.15,1.79,2233.8,2884.05,1281.78,5954.68
2019-05-08,130.69,311.75,265.6,311.37,299.64,1.79,2221.82,2879.42,1281.57,5957.23
2019-05-09,130.63,311.99,264.44,308.8,294.76,1.79,2179.4,2870.72,1283.91,6141.17
2019-05-10,130.67,312.23,264.88,309.61,295.96,1.79,2191.91,2881.4,1286.07,6348.83
2019-05-11,130.67,312.23,264.88,309.61,295.96,1.79,2191.91,2881.4,1286.07,7051.17
2019-05-12,130.67,312.23,264.88,309.61,295.96,1.79,2191.91,2881.4,1286.07,7142.78
2019-05-13,130.73,312.9,264.52,308.36,293.2,1.79,2172.97,2811.87,1299.23,8077.11
2019-05-14,130.78,312.98,264.38,308.22,292.57,1.79,2163.94,2834.41,1295.77,7774.89
2019-05-15,130.9,313.54,264.77,308.67,292.64,1.79,2169.18,2850.96,1296.51,8134.39
2019-05-16,130.96,313.15,265.16,309.75,294.7,1.79,2188.43,2876.32,1288.0,7926.75
2019-05-17,131.01,313.11,265.1,309.66,294.52,1.79,2184.35,2859.53,1278.08,7264.88
2019-05-18,131.01,313.11,265.1,309.66,294.52,1.79,2184.35,2859.53,1278.08,7340.6
2019-05-19,131.01,313.11,265.1,309.66,294.52,1.79,2184.35,2859.53,1278.08,8077.95
2019-05-20,130.95,313.0,264.82,309.11,293.63,1.79,2175.51,2840.23,1276.53,8047.58
2019-05-21,130.98,313.06,265.52,310.35,295.68,1.79,2190.93,2864.36,1274.68,7994.35
2019-05-22,131.01,313.48,266.3,311.51,297.53,1.79,2214.36,2856.27,1274.07,7676.98
2019-05-23,131.11,314.06,265.32,309.05,292.76,1.79,2173.09,2822.24,1284.02,7911.74
2019-05-24,131.09,314.0,265.62,310.01,294.59,1.79,2188.2,2826.06,1284.79,8060.44
2019-05-25,131.09,314.0,265.62,310.01,294.59,1.79,2188.2,2826.06,1284.79,8044.14
2019-05-26,131.09,314.0,265.62,310.01,294.59,1.79,2188.2,2826.06,1284.79,8644.8
2019-05-27,131.12,314.16,265.89,310.46,295.37,1.79,2189.66,2826.06,1285.11,8806.4
2019-05-28,131.14,314.32,266.32,311.19,296.5,1.79,2192.87,2802.39,1278.48,8709.45
2019-05-29,131.22,314.75,266.52,311.4,296.69,1.79,2187.45,2783.02,1281.65,8661.44
2019-05-30,131.3,314.83,267.16,312.91,299.33,1.79,2221.56,2788.86,1288.55,8217.67
2019-05-31,131.25,315.51,267.83,313.94,300.89,1.79,2239.31,2752.06,1305.87,8524.49
2019-06-01,131.25,315.51,267.83,313.94,300.89,1.79,2239.31,2752.06,1305.87,8594.26
2019-06-02,131.25,315.51,267.83,313.94,300.89,1.79,2239.31,2752.06,1305.87,8708.33
2019-06-03,131.26,315.86,267.96,314.12,300.85,1.79,2237.71,2744.45,1325.24,8480.49
2019-06-04,131.29,315.93,267.98,314.26,301.12,1.79,2233.75,2803.27,1325.53,7505.24
2019-06-05,131.25,316.41,268.0,314.24,300.9,1.79,2223.27,2826.15,1330.27,7742.17
2019-06-06,131.31,316.93,269.35,316.68,305.01,1.79,2260.94,2843.49,1335.32,7743.92
2019-06-07,131.35,317.07,270.16,318.4,307.77,1.79,2280.6,2873.34,1341.35,7957.43
2019-06-08,131.35,317.07,270.16,318.4,307.77,1.79,2280.6,2873.34,1341.35,7894.64
2019-06-09,131.35,317.07,270.16,318.4,307.77,1.79,2280.6,2873.34,1341.35,7649.37
2019-06-10,131.44,316.72,269.95,318.2,307.49,1.79,2282.51,2886.73,1327.98,7949.75
2019-06-11,131.49,316.43,270.48,319.44,309.7,1.79,2295.6,2885.72,1326.85,7914.06
2019-06-12,131.42,316.5,270.13,318.77,308.47,1.79,2282.8,2879.84,1333.54,8153.87
2019-06-13,131.5,317.33,271.03,320.09,310.18,1.79,2300.2,2891.64,1342.19,8311.87
2019-06-14,131.53,317.9,270.9,319.48,308.81,1.79,2286.46,2886.98,1341.08,8615.91
2019-06-15,131.53,317.9,270.9,319.48,308.81,1.79,2286.46,2886.98,1341.08,8822.41
2019-06-16,131.53,317.9,270.9,319.48,308.81,1.79,2286.46,2886.98,1341.08,9037.88
2019-06-17,131.74,317.62,270.46,318.79,307.82,1.79,2276.6,2889.67,1339.65,9289.34
2019-06-18,131.91,318.66,272.74,322.89,313.71,1.79,2325.16,2917.75,1346.58,9012.33
2019-06-19,132.05,318.48,272.34,321.94,312.05,1.79,2319.71,2926.46,1360.36,9227.21
2019-06-20,132.05,318.48,272.34,321.94,312.05,1.79,2319.71,2954.18,1388.51,9522.08
2019-06-21,132.05,318.53,272.04,321.33,310.79,1.79,2308.32,2950.46,1399.03,9927.71
2019-06-22,132.05,318.53,272.04,321.33,310.79,1.79,2308.32,2950.46,1399.03,10594.33
2019-06-23,132.05,318.53,272.04,321.33,310.79,1.79,2308.32,2950.46,1399.03,10949.62
2019-06-24,132.02,318.7,272.72,322.72,313.22,1.79,2331.08,2945.35,1419.7,10939.91
2019-06-25,132.03,319.14,272.0,320.95,310.0,1.79,2303.31,2917.38,1423.44,11551.72
2019-06-26,132.15,318.97,272.12,321.39,310.64,1.79,2317.17,2913.78,1408.98,12431.82
2019-06-27,132.1,318.78,272.47,322.35,312.39,1.79,2335.13,2924.92,1409.76,10747.18
2019-06-28,132.12,318.44,272.1,321.8,311.71,1.79,2327.67,2941.76,1411.07,12273.44
2019-06-29,132.12,318.44,272.1,321.8,311.71,1.79,2327.67,2941.76,1411.07,11944.37
2019-06-30,132.12,318.44,272.1,321.8,311.71,1.79,2327.67,2941.76,1411.07,11285.58
2019-07-01,132.22,318.92,272.5,322.72,312.87,1.79,2329.74,2964.33,1384.2,10583.24
2019-07-02,132.17,319.08,272.95,323.49,314.16,1.79,2341.09,2973.01,1418.62,10689.5
2019-07-03,132.17,319.58,273.2,323.63,314.18,1.79,2345.56,2995.82,1418.41,11409.87
2019-07-04,132.23,319.95,273.58,324.19,314.93,1.79,2356.49,2995.82,1415.19,11583.04
2019-07-05,132.17,319.64,273.02,323.16,313.43,1.79,2342.01,2990.41,1400.78,11078.43
2019-07-06,132.17,319.64,273.02,323.16,313.43,1.79,2342.01,2990.41,1400.78,11194.36
2019-07-07,132.17,319.64,273.02,323.16,313.43,1.79,2342.01,2990.41,1400.78,11538.22
2019-07-08,132.21,320.07,273.26,323.33,313.53,1.79,2339.07,2975.95,1395.52,12339.49
2019-07-09,132.15,320.49,272.96,322.4,311.81,1.79,2312.63,2979.63,1397.57,12554.47
2019-07-10,132.21,320.15,272.7,322.23,311.64,1.79,2312.77,2993.07,1418.93,11935.36
2019-07-11,132.24,319.67,272.67,322.48,312.56,1.79,2316.95,2999.91,1403.83,11302.49
2019-07-12,132.25,319.35,272.58,322.52,312.69,1.79,2315.36,3013.77,1414.63,11800.49
