Data,NNKO,NNO,NNSW,NNZ,NNA,WIBOR6M_rate,WIG20,SPX,Gold,Bitcoin
2016-11-28,122.61,287.38,252.47,295.14,279.43,1.81,1776.3,2201.72,1193.82,733.3
2016-11-29,122.61,286.76,251.85,294.34,278.38,1.81,1780.04,2204.66,1188.31,732.56
2016-11-30,122.65,286.48,252.31,295.3,280.25,1.81,1798.22,2198.81,1173.32,742.49
2016-12-01,122.47,285.43,251.73,294.61,279.57,1.81,1783.94,2191.08,1171.61,752.63
2016-12-02,122.39,284.98,251.73,294.8,280.11,1.81,1783.57,2191.95,1175.78,770.94
2016-12-03,122.39,284.98,251.73,294.8,280.11,1.81,1783.57,2191.95,1175.78,764.24
2016-12-04,122.39,284.98,251.73,294.8,280.11,1.81,1783.57,2191.95,1175.78,766.39
2016-12-05,122.44,285.45,253.57,298.16,286.04,1.81,1845.66,2204.71,1170.54,754.34
2016-12-06,122.57,286.63,254.75,300.05,288.93,1.81,1876.56,2212.23,1170.0,758.21
2016-12-07,122.81,287.55,255.04,300.2,288.51,1.81,1889.51,2241.35,1173.93,765.56
2016-12-08,122.82,287.1,256.11,302.31,292.28,1.81,1921.08,2246.19,1170.57,768.49
2016-12-09,122.83,287.22,255.44,300.8,289.5,1.81,1899.76,2259.53,1158.9,770.48
2016-12-10,122.83,287.22,255.44,300.8,289.5,1.81,1899.76,2259.53,1158.9,774.0
2016-12-11,122.83,287.22,255.44,300.8,289.5,1.81,1899.76,2259.53,1158.9,767.91
2016-12-12,122.73,286.85,254.87,300.04,288.43,1.81,1882.58,2256.96,1162.24,778.47
2016-12-13,122.88,287.78,256.21,302.26,291.93,1.81,1919.49,2271.72,1158.61,778.74
2016-12-14,122.96,288.46,256.67,302.91,292.9,1.81,1934.87,2253.28,1142.92,776.5
2016-12-15,122.82,287.72,255.78,301.53,290.88,1.81,1911.16,2262.03,1128.6,775.21
2016-12-16,122.88,288.39,256.37,302.37,292.0,1.81,1918.54,2258.07,1133.6,782.05
2016-12-17,122.88,288.39,256.37,302.37,292.0,1.81,1918.54,2258.07,1133.6,787.17
2016-12-18,122.88,288.39,256.37,302.37,292.0,1.81,1918.54,2258.07,1133.6,789.01
2016-12-19,122.98,288.71,256.47,302.44,291.96,1.81,1924.67,2262.53,1137.84,789.79
2016-12-20,122.98,288.62,256.88,303.24,293.54,1.81,1940.46,2270.76,1132.38,799.1
2016-12-21,122.97,288.93,256.64,302.65,292.29,1.81,1927.9,2265.18,1131.51,829.21
2016-12-22,122.97,288.87,256.98,303.16,293.34,1.81,1943.73,2260.96,1128.28,860.15
2016-12-23,123.03,288.94,256.85,302.72,292.56,1.81,1933.6,2263.79,1131.77,917.17
2016-12-24,123.03,288.94,256.85,302.72,292.56,1.81,1933.6,2263.79,1131.77,891.07
2016-12-25,123.03,288.94,256.85,302.72,292.56,1.81,1933.6,2263.79,1131.77,891.07
2016-12-26,123.03,288.94,256.85,302.72,292.56,1.81,1933.6,2263.79,1131.77,898.38
2016-12-27,123.05,288.83,256.8,302.78,292.72,1.81,1936.72,2268.88,1138.81,925.78
2016-12-28,123.09,288.51,256.6,302.37,292.27,1.81,1932.75,2249.92,1141.5,972.17
2016-12-29,123.09,288.46,257.11,303.26,293.79,1.81,1946.32,2249.26,1158.12,971.08
2016-12-30,123.22,287.3,256.75,303.15,294.18,1.81,1947.92,2238.83,1150.91,959.04
2016-12-31,123.22,287.3,256.75,303.15,294.18,1.81,1947.92,2238.83,1150.91,963.38
2017-01-01,123.22,287.3,256.75,303.15,294.18,1.81,1947.92,2238.83,1150.91,995.44
2017-01-02,123.04,286.74,256.7,303.28,294.78,1.81,1956.72,2238.83,1150.91,1017.05
2017-01-03,123.03,286.45,257.38,304.97,297.88,1.81,1989.64,2257.83,1158.82,1033.3
2017-01-04,123.13,286.54,257.83,305.9,299.39,1.81,1999.93,2270.75,1163.53,1135.41
2017-01-05,123.27,286.63,257.74,305.76,299.28,1.81,1998.76,2269.0,1180.46,989.35
2017-01-06,123.27,286.63,257.74,305.76,299.28,1.81,1998.76,2276.98,1172.3,886.16
2017-01-07,123.27,286.63,257.74,305.76,299.28,1.81,1998.76,2276.98,1172.3,888.87
2017-01-08,123.27,286.63,257.74,305.76,299.28,1.81,1998.76,2276.98,1172.3,900.86
2017-01-09,123.23,286.5,257.93,306.45,300.68,1.81,2009.19,2268.9,1181.0,899.78
2017-01-10,123.34,287.59,258.86,307.98,302.92,1.81,2023.64,2268.9,1187.7,904.37
2017-01-11,123.4,287.54,259.31,308.82,304.44,1.81,2030.64,2275.32,1191.5,785.43
2017-01-12,123.43,287.77,259.32,308.94,304.31,1.81,2022.95,2270.44,1195.8,810.11
2017-01-13,123.52,287.4,258.98,308.38,303.49,1.81,2015.89,2274.64,1198.39,824.83
2017-01-14,123.52,287.4,258.98,308.38,303.49,1.81,2015.89,2274.64,1198.39,819.63
2017-01-15,123.52,287.4,258.98,308.38,303.49,1.81,2015.89,2274.64,1198.39,821.17
2017-01-16,123.58,287.78,259.63,309.28,304.84,1.81,2025.25,2274.64,1203.18,827.34
2017-01-17,123.62,287.75,259.51,308.91,304.15,1.81,2015.28,2267.89,1217.15,899.66
2017-01-18,123.62,287.62,259.25,308.59,303.63,1.81,2005.65,2271.89,1204.29,872.03
2017-01-19,123.64,287.01,259.33,308.98,304.65,1.81,2015.47,2263.69,1204.53,895.21
2017-01-20,123.75,286.67,259.16,308.68,304.18,1.81,2006.01,2271.31,1207.68,892.91
2017-01-21,123.75,286.67,259.16,308.68,304.18,1.81,2006.01,2271.31,1207.68,919.84
2017-01-22,123.75,286.67,259.16,308.68,304.18,1.81,2006.01,2271.31,1207.68,918.84
2017-01-23,123.93,287.18,259.22,308.37,303.35,1.81,1991.36,2265.2,1218.22,921.46
2017-01-24,123.87,287.5,260.3,310.32,306.42,1.81,2013.17,2280.07,1208.86,893.75
2017-01-25,123.87,286.89,262.22,314.54,314.16,1.81,2079.15,2298.37,1200.67,894.41
2017-01-26,123.84,285.71,261.93,314.61,314.83,1.81,2080.4,2296.68,1188.95,915.56
2017-01-27,123.82,285.95,262.04,314.64,314.72,1.81,2084.05,2294.69,1190.91,918.01
2017-01-28,123.82,285.95,262.04,314.64,314.72,1.81,2084.05,2294.69,1190.91,918.51
2017-01-29,123.82,285.95,262.04,314.64,314.72,1.81,2084.05,2294.69,1190.91,914.55
2017-01-30,123.87,286.23,261.24,313.25,312.1,1.81,2051.49,2280.9,1195.51,920.73
2017-01-31,123.89,286.44,261.71,314.15,313.42,1.81,2056.83,2278.87,1210.61,965.49
2017-02-01,123.92,286.28,262.27,315.46,315.88,1.81,2079.1,2279.55,1209.65,982.43
2017-02-02,124.05,287.36,262.01,314.4,313.53,1.81,2065.14,2280.85,1215.78,1003.97
2017-02-03,124.22,287.75,262.26,314.86,314.15,1.81,2076.12,2297.42,1219.27,1013.02
2017-02-04,124.22,287.75,262.26,314.86,314.15,1.81,2076.12,2297.42,1219.27,1031.85
2017-02-05,124.22,287.75,262.26,314.86,314.15,1.81,2076.12,2297.42,1219.27,1016.11
2017-02-06,124.22,288.27,262.82,315.64,315.19,1.81,2089.61,2292.56,1235.45,1024.67
2017-02-07,124.17,287.55,262.5,315.47,315.34,1.81,2086.54,2293.08,1233.75,1049.56
2017-02-08,124.21,288.2,262.72,315.67,315.42,1.81,2083.65,2294.67,1241.51,1055.49
2017-02-09,124.27,288.22,264.73,319.43,321.91,1.81,2132.4,2307.87,1230.91,978.96
2017-02-10,124.26,288.0,265.69,321.66,325.92,1.81,2154.79,2316.1,1233.81,997.61
2017-02-11,124.26,288.0,265.69,321.66,325.92,1.81,2154.79,2316.1,1233.81,1008.32
2017-02-12,124.26,288.0,265.69,321.66,325.92,1.81,2154.79,2316.1,1233.81,996.52
2017-02-13,124.19,287.75,266.4,323.18,328.75,1.81,2179.66,2328.25,1225.33,995.36
2017-02-14,124.22,288.19,266.42,322.79,327.81,1.81,2173.76,2337.58,1228.09,1008.34
2017-02-15,124.2,288.3,266.85,323.44,328.84,1.81,2184.33,2349.25,1233.67,1008.19
2017-02-16,124.43,288.56,267.78,325.26,332.0,1.81,2215.36,2347.22,1239.1,1031.93
2017-02-17,124.45,288.53,266.72,323.33,328.61,1.81,2188.3,2351.16,1236.12,1049.41
2017-02-18,124.45,288.53,266.72,323.33,328.61,1.81,2188.3,2351.16,1236.12,1052.28
2017-02-19,124.45,288.53,266.72,323.33,328.61,1.81,2188.3,2351.16,1236.12,1048.89
2017-02-20,124.47,288.74,267.05,323.84,329.29,1.81,2192.79,2351.16,1237.82,1077.56
2017-02-21,124.38,288.46,269.03,327.7,336.27,1.81,2248.52,2365.38,1235.78,1119.03
2017-02-22,124.45,288.2,269.05,327.85,336.63,1.81,2251.02,2362.82,1237.49,1120.46
2017-02-23,124.49,289.13,269.58,328.48,337.28,1.81,2256.01,2363.81,1249.63,1171.91
2017-02-24,124.53,289.45,268.02,325.4,331.74,1.81,2212.04,2367.34,1256.68,1176.49
2017-02-25,124.53,289.45,268.02,325.4,331.74,1.81,2212.04,2367.34,1256.68,1149.05
2017-02-26,124.53,289.45,268.02,325.4,331.74,1.81,2212.04,2367.34,1256.68,1171.58
2017-02-27,124.55,289.51,268.08,325.47,331.86,1.81,2210.26,2369.75,1253.04,1188.83
2017-02-28,124.53,289.59,267.47,324.33,329.75,1.81,2191.25,2363.64,1248.89,1189.27
2017-03-01,124.6,289.19,269.39,328.38,337.07,1.81,2253.96,2395.96,1248.87,1222.66
2017-03-02,124.66,289.94,269.79,328.73,337.33,1.81,2254.51,2381.92,1234.46,1255.47
2017-03-03,124.72,290.18,269.14,327.29,334.82,1.81,2232.98,2383.12,1234.3,1283.3
2017-03-04,124.72,290.18,269.14,327.29,334.82,1.81,2232.98,2383.12,1234.3,1264.32
2017-03-05,124.72,290.18,269.14,327.29,334.82,1.81,2232.98,2383.12,1234.3,1271.22
2017-03-06,124.72,290.71,268.78,326.51,333.13,1.81,2217.41,2375.31,1225.47,1277.01
2017-03-07,124.69,290.91,267.97,324.58,329.8,1.81,2200.98,2368.39,1216.84,1232.69
2017-03-08,124.62,290.31,267.63,324.23,329.73,1.81,2213.24,2362.98,1207.51,1146.97
2017-03-09,124.63,290.37,266.69,322.39,326.22,1.81,2189.66,2364.87,1203.29,1191.33
2017-03-10,124.66,290.41,267.35,323.78,328.38,1.81,2200.03,2372.6,1204.45,1112.39
2017-03-11,124.66,290.41,267.35,323.78,328.38,1.81,2200.03,2372.6,1204.45,1179.22
2017-03-12,124.66,290.41,267.35,323.78,328.38,1.81,2200.03,2372.6,1204.45,1225.11
2017-03-13,124.67,290.58,268.9,326.8,333.68,1.81,2242.55,2373.47,1203.95,1238.19
2017-03-14,124.68,290.2,268.66,326.42,333.28,1.81,2238.38,2365.45,1198.94,1243.14
2017-03-15,124.68,290.34,268.43,325.81,332.26,1.81,2229.87,2385.26,1218.47,1253.43
2017-03-16,124.61,290.97,270.44,329.33,338.33,1.81,2283.7,2381.38,1227.3,1172.88
2017-03-17,124.71,291.08,270.92,329.98,339.25,1.81,2296.97,2378.25,1229.42,1071.71
2017-03-18,124.71,291.08,270.92,329.98,339.25,1.81,2296.97,2378.25,1229.42,971.38
2017-03-19,124.71,291.08,270.92,329.98,339.25,1.81,2296.97,2378.25,1229.42,1022.6
2017-03-20,124.78,291.22,270.52,329.12,337.61,1.81,2281.45,2373.47,1234.51,1047.51
2017-03-21,124.79,291.64,269.82,327.44,334.34,1.81,2252.57,2344.02,1244.59,1121.29
2017-03-22,124.83,292.49,268.87,325.2,329.84,1.81,2223.84,2348.45,1248.43,1044.72
2017-03-23,124.85,292.8,269.48,326.2,331.57,1.81,2235.33,2345.96,1244.46,1035.03
2017-03-24,124.79,292.85,269.47,326.32,331.62,1.81,2234.82,2343.98,1243.73,939.7
2017-03-25,124.79,292.85,269.47,326.32,331.62,1.81,2234.82,2343.98,1243.73,966.3
2017-03-26,124.79,292.85,269.47,326.32,331.62,1.81,2234.82,2343.98,1243.73,969.44
2017-03-27,124.87,293.09,268.41,324.06,327.31,1.81,2201.88,2341.59,1254.47,1045.14
2017-03-28,124.86,292.79,269.17,326.06,331.04,1.81,2225.41,2358.57,1251.9,1044.42
2017-03-29,124.84,292.56,268.78,325.16,329.76,1.81,2214.45,2361.13,1253.7,1041.9
2017-03-30,124.88,293.26,268.61,324.39,327.96,1.81,2209.1,2368.06,1242.34,1037.91
2017-03-31,124.89,293.4,267.75,322.7,324.66,1.81,2175.96,2362.72,1247.31,1079.11
2017-04-01,124.89,293.4,267.75,322.7,324.66,1.81,2175.96,2362.72,1247.31,1086.12
2017-04-02,124.89,293.4,267.75,322.7,324.66,1.81,2175.96,2362.72,1247.31,1097.4
2017-04-03,124.96,293.86,268.94,324.77,328.4,1.81,2219.88,2358.84,1253.55,1147.56
2017-04-04,124.99,293.82,269.57,325.98,330.62,1.81,2239.3,2360.16,1256.27,1141.77
2017-04-05,125.0,293.67,269.96,326.76,332.35,1.81,2253.64,2352.95,1255.52,1129.87
2017-04-06,125.02,293.52,269.91,326.66,332.28,1.81,2254.47,2357.49,1251.49,1188.7
2017-04-07,125.03,293.52,269.65,326.07,331.26,1.81,2248.33,2355.54,1254.75,1190.49
2017-04-08,125.03,293.52,269.65,326.07,331.26,1.81,2248.33,2355.54,1254.75,1180.78
2017-04-09,125.03,293.52,269.65,326.07,331.26,1.81,2248.33,2355.54,1254.75,1204.34
2017-04-10,125.07,293.28,269.15,325.5,330.23,1.81,2244.02,2357.16,1254.14,1206.71
2017-04-11,125.1,293.63,268.25,323.8,326.73,1.81,2221.82,2353.78,1273.57,1220.74
2017-04-12,127.78,293.96,273.69,332.84,342.71,1.81,2214.06,2344.93,1287.06,1212.53
2017-04-13,125.14,294.58,268.88,324.51,327.65,1.81,2233.63,2328.95,1286.99,1176.2
2017-04-14,125.14,294.58,268.88,324.51,327.65,1.81,2233.63,2328.95,1286.99,1177.33
2017-04-15,125.14,294.58,268.88,324.51,327.65,1.81,2233.63,2328.95,1286.99,1176.99
2017-04-16,125.14,294.58,268.88,324.51,327.65,1.81,2233.63,2328.95,1286.99,1176.8
2017-04-17,125.14,294.58,268.88,324.51,327.65,1.81,2233.63,2349.01,1285.16,1194.01
2017-04-18,125.19,295.04,269.1,324.66,327.68,1.81,2237.36,2342.19,1289.63,1206.09
2017-04-19,125.2,295.02,270.1,326.65,331.45,1.81,2274.69,2338.17,1279.96,1215.2
2017-04-20,125.19,294.87,270.31,327.15,332.4,1.81,2285.82,2355.84,1282.18,1238.09
2017-04-21,125.21,295.0,269.83,326.29,330.49,1.81,2264.07,2348.69,1284.94,1249.64
2017-04-22,125.21,295.0,269.83,326.29,330.49,1.81,2264.07,2348.69,1284.94,1240.89
2017-04-23,125.21,295.0,269.83,326.29,330.49,1.81,2264.07,2348.69,1284.94,1249.14
2017-04-24,125.18,295.11,270.99,328.64,334.9,1.81,2296.9,2374.15,1276.01,1248.18
2017-04-25,125.2,294.71,272.71,332.31,342.02,1.81,2353.17,2388.61,1263.92,1264.31
2017-04-26,125.21,294.61,273.43,334.06,345.13,1.81,2383.97,2387.45,1268.23,1286.63
2017-04-27,125.22,294.99,273.65,334.32,345.33,1.81,2382.78,2388.77,1264.65,1332.91
2017-04-28,125.23,294.82,273.47,334.05,344.79,1.81,2376.87,2384.2,1268.16,1329.62
2017-04-29,125.23,294.82,273.47,334.05,344.79,1.81,2376.87,2384.2,1268.16,1336.28
2017-04-30,125.23,294.82,273.47,334.05,344.79,1.81,2376.87,2384.2,1268.16,1351.91
2017-05-01,125.23,294.82,273.47,334.05,344.79,1.81,2376.87,2388.33,1256.15,1415.81
2017-05-02,125.26,294.73,274.04,335.34,347.02,1.81,2392.09,2391.17,1256.95,1445.93
2017-05-03,125.26,294.73,274.04,335.34,347.02,1.81,2392.09,2388.13,1237.56,1485.55
2017-05-04,125.28,294.44,273.67,334.66,346.06,1.81,2381.0,2389.52,1227.89,1516.76
2017-05-05,125.29,294.29,273.41,334.32,345.56,1.81,2382.17,2399.29,1229.41,1507.77
2017-05-06,125.29,294.29,273.41,334.32,345.56,1.81,2382.17,2399.29,1229.41,1545.29
2017-05-07,125.29,294.29,273.41,334.32,345.56,1.81,2382.17,2399.29,1229.41,1554.45
2017-05-08,125.32,294.55,273.3,333.99,344.59,1.81,2374.23,2399.38,1225.51,1664.47
2017-05-09,125.33,294.25,274.24,336.13,348.8,1.81,2413.53,2396.92,1221.11,1697.5
2017-05-10,125.39,295.02,273.94,335.19,346.48,1.81,2380.25,2399.63,1219.34,1752.31
2017-05-11,125.39,295.49,273.78,334.31,344.6,1.81,2364.93,2394.44,1224.98,1819.29
2017-05-12,125.49,296.15,273.88,334.16,344.08,1.81,2368.5,2390.9,1228.01,1686.39
2017-05-13,125.49,296.15,273.88,334.16,344.08,1.81,2368.5,2390.9,1228.01,1763.74
2017-05-14,125.49,296.15,273.88,334.16,344.08,1.81,2368.5,2390.9,1228.01,1772.55
2017-05-15,125.45,295.96,274.13,334.74,345.21,1.81,2377.15,2402.32,1231.06,1708.92
2017-05-16,125.48,295.92,272.88,332.07,340.42,1.81,2340.34,2400.67,1236.78,1729.34
2017-05-17,125.51,295.94,271.46,329.25,335.32,1.81,2302.21,2357.03,1261.91,1801.3
2017-05-18,125.5,295.31,270.59,327.67,333.13,1.81,2295.14,2365.72,1246.88,1880.99
2017-05-19,125.48,295.37,271.72,330.12,337.47,1.81,2328.7,2381.73,1255.14,1962.0
2017-05-20,125.48,295.37,271.72,330.12,337.47,1.81,2328.7,2381.73,1255.14,2040.18
2017-05-21,125.48,295.37,271.72,330.12,337.47,1.81,2328.7,2381.73,1255.14,2044.19
2017-05-22,125.5,295.57,272.12,330.86,338.8,1.81,2343.13,2394.02,1260.65,2124.41
2017-05-23,125.54,295.58,271.29,329.34,335.76,1.81,2307.84,2398.42,1251.44,2272.58
2017-05-24,125.55,296.01,272.2,330.84,338.12,1.81,2324.99,2404.39,1259.86,2445.28
2017-05-25,125.55,296.14,273.27,332.87,341.94,1.81,2358.41,2415.07,1254.99,2307.22
2017-05-26,125.55,296.14,273.27,332.87,341.94,1.81,2326.28,2415.82,1267.36,2244.89
2017-05-27,125.55,296.14,273.27,332.87,341.94,1.81,2326.28,2415.82,1267.36,2052.43
2017-05-28,125.55,296.14,273.27,332.87,341.94,1.81,2326.28,2415.82,1267.36,2189.02
2017-05-29,125.6,296.84,272.58,331.13,338.34,1.81,2323.58,2415.82,1266.88,2278.21
2017-05-30,125.64,296.81,271.73,329.33,335.09,1.81,2292.27,2412.91,1262.35,2192.55
2017-05-31,125.63,297.35,271.51,328.77,333.53,1.81,2281.18,2411.8,1268.58,2303.34
2017-06-01,125.66,297.36,271.62,328.76,333.6,1.81,2278.26,2430.06,1265.11,2412.65
2017-06-02,125.67,298.14,272.76,330.63,336.63,1.81,2303.21,2439.07,1278.29,2492.6
2017-06-03,125.67,298.14,272.76,330.63,336.63,1.81,2303.21,2439.07,1278.29,2545.43
2017-06-04,125.67,298.14,272.76,330.63,336.63,1.81,2303.21,2439.07,1278.29,2524.06
2017-06-05,125.69,298.18,271.97,329.04,333.59,1.81,2276.01,2436.1,1276.57,2704.96
2017-06-06,125.68,298.14,272.76,330.73,336.85,1.81,2303.68,2429.33,1293.83,2870.5
2017-06-07,125.69,297.96,272.86,331.09,337.46,1.81,2308.64,2433.14,1287.49,2691.51
2017-06-08,125.68,297.95,273.47,332.3,340.02,1.81,2340.23,2433.79,1277.27,2798.78
2017-06-09,125.7,298.39,273.48,332.13,339.4,1.81,2330.72,2431.77,1267.65,2811.43
2017-06-10,125.7,298.39,273.48,332.13,339.4,1.81,2330.72,2431.77,1267.65,2900.25
2017-06-11,125.7,298.39,273.48,332.13,339.4,1.81,2330.72,2431.77,1267.65,2973.45
2017-06-12,127.81,298.63,273.85,332.75,341.85,1.81,2295.01,2429.39,1266.19,2656.77
2017-06-13,125.74,298.45,272.55,330.29,335.81,1.81,2302.41,2440.35,1266.31,2712.99
2017-06-14,125.79,298.99,272.7,330.39,335.48,1.81,2295.99,2437.92,1261.26,2467.27
2017-06-15,125.79,298.99,272.7,330.39,335.48,1.81,2295.99,2432.46,1254.89,2442.46
2017-06-16,125.76,298.94,272.74,330.32,335.53,1.81,2304.5,2433.15,1254.55,2508.58
2017-06-17,125.76,298.94,272.74,330.32,335.53,1.81,2304.5,2433.15,1254.55,2655.1
2017-06-18,125.76,298.94,272.74,330.32,335.53,1.81,2304.5,2433.15,1254.55,2539.56
2017-06-19,125.76,298.72,273.45,332.01,339.01,1.81,2334.27,2453.46,1244.36,2616.82
2017-06-20,125.76,298.54,273.02,331.29,337.78,1.81,2302.83,2437.03,1243.68,2754.38
2017-06-21,125.74,298.36,273.41,332.04,339.52,1.81,2319.13,2435.61,1247.68,2677.62
2017-06-22,125.76,298.42,273.16,331.64,338.57,1.81,2308.16,2434.5,1250.58,2722.84
2017-06-23,125.76,298.25,272.96,331.14,337.7,1.81,2304.48,2438.3,1255.86,2710.37
2017-06-24,125.76,298.25,272.96,331.14,337.7,1.81,2304.48,2438.3,1255.86,2590.05
2017-06-25,125.76,298.25,272.96,331.14,337.7,1.81,2304.48,2438.3,1255.86,2541.62
2017-06-26,125.84,298.69,274.07,333.22,341.24,1.81,2337.69,2439.07,1245.31,2446.05
2017-06-27,125.8,298.21,274.31,334.06,342.97,1.81,2345.05,2419.38,1247.63,2583.75
2017-06-28,125.77,298.0,273.53,332.45,340.12,1.81,2327.68,2440.69,1249.49,2577.74
2017-06-29,125.74,297.39,273.29,332.17,340.06,1.81,2329.26,2419.7,1244.72,2558.37
2017-06-30,125.75,297.67,272.81,331.36,338.23,1.81,2299.8,2423.41,1241.38,2480.61
2017-07-01,125.75,297.67,272.81,331.36,338.23,1.81,2299.8,2423.41,1241.38,2424.61
2017-07-02,125.75,297.67,272.81,331.36,338.23,1.81,2299.8,2423.41,1241.38,2536.46
2017-07-03,125.82,298.36,273.68,332.78,340.47,1.81,2323.74,2429.01,1219.22,2572.47
2017-07-04,125.82,298.35,272.76,331.03,337.08,1.81,2294.27,2429.01,1223.98,2617.32
2017-07-05,125.78,297.96,272.84,331.39,337.97,1.81,2307.49,2432.54,1227.35,2627.86
2017-07-06,125.71,297.13,272.41,330.82,337.31,1.81,2300.74,2409.75,1224.6,2614.24
2017-07-07,125.72,297.12,272.09,330.13,336.14,1.81,2295.82,2425.18,1211.97,2513.88
2017-07-08,125.72,297.12,272.09,330.13,336.14,1.81,2295.82,2425.18,1211.97,2564.86
2017-07-09,125.72,297.12,272.09,330.13,336.14,1.81,2295.82,2425.18,1211.97,2511.43
2017-07-10,125.81,297.77,272.61,330.91,337.21,1.81,2300.66,2427.43,1214.39,2344.02
2017-07-11,125.81,297.78,272.54,330.86,337.14,1.81,2297.73,2425.53,1218.18,2324.29
2017-07-12,125.85,297.93,273.9,333.35,341.88,1.81,2341.54,2443.25,1218.29,2403.09
2017-07-13,125.87,298.04,274.66,334.9,344.68,1.81,2350.83,2447.83,1217.57,2362.44
2017-07-14,125.97,298.42,274.87,335.13,344.91,1.81,2350.43,2459.27,1228.47,2234.17
2017-07-15,125.97,298.42,274.87,335.13,344.91,1.81,2350.43,2459.27,1228.47,1975.08
2017-07-16,125.97,298.42,274.87,335.13,344.91,1.81,2350.43,2459.27,1228.47,1914.09
2017-07-17,125.97,298.49,275.48,336.36,347.41,1.81,2372.17,2459.14,1234.1,2233.39
2017-07-18,126.03,298.97,275.32,335.81,346.18,1.81,2360.75,2460.61,1242.4,2320.23
2017-07-19,126.03,298.78,275.6,336.4,347.42,1.81,2374.31,2473.83,1240.26,2282.58
2017-07-20,126.03,298.82,275.18,335.67,345.87,1.81,2358.5,2473.45,1244.0,2866.02
2017-07-21,126.05,298.74,274.88,335.13,344.87,1.81,2343.1,2472.54,1254.29,2675.08
2017-07-22,126.05,298.74,274.88,335.13,344.87,1.81,2343.1,2472.54,1254.29,2836.53
2017-07-23,126.05,298.74,274.88,335.13,344.87,1.81,2343.1,2472.54,1254.29,2756.61
2017-07-24,126.09,298.97,274.84,334.93,344.36,1.81,2334.69,2469.91,1255.08,2763.42
2017-07-25,126.06,298.6,274.99,335.57,345.83,1.81,2341.36,2477.13,1250.1,2582.58
2017-07-26,126.11,298.52,275.42,336.46,347.66,1.81,2360.26,2477.83,1261.31,2559.21
2017-07-27,126.12,298.81,275.27,336.13,346.78,1.81,2350.91,2475.42,1258.65,2691.88
2017-07-28,126.1,298.46,275.37,336.4,347.63,1.81,2360.42,2472.1,1269.18,2806.75
2017-07-29,126.1,298.46,275.37,336.4,347.63,1.81,2360.42,2472.1,1269.18,2733.5
2017-07-30,126.1,298.46,275.37,336.4,347.63,1.81,2360.42,2472.1,1269.18,2766.49
2017-07-31,126.09,297.87,275.53,337.02,349.29,1.81,2374.17,2470.3,1269.4,2883.27
2017-08-01,126.13,297.73,275.64,337.19,349.76,1.81,2386.4,2476.35,1268.66,2746.99
2017-08-02,126.21,297.74,275.01,335.84,347.15,1.81,2366.06,2477.57,1266.65,2720.53
2017-08-03,126.28,298.01,274.72,334.86,345.27,1.81,2365.48,2472.16,1267.92,2809.99
2017-08-04,126.26,297.65,274.94,335.61,346.94,1.81,2380.16,2476.83,1258.82,2878.49
2017-08-05,126.26,297.65,274.94,335.61,346.94,1.81,2380.16,2476.83,1258.82,3262.8
2017-08-06,126.26,297.65,274.94,335.61,346.94,1.81,2380.16,2476.83,1258.82,3232.03
2017-08-07,126.27,297.98,275.45,336.62,348.59,1.81,2388.21,2480.91,1257.18,3401.91
2017-08-08,126.29,298.12,276.4,338.34,351.91,1.81,2425.02,2474.92,1260.28,3429.38
2017-08-09,126.25,297.89,275.79,337.39,350.13,1.81,2408.11,2474.02,1277.37,3348.79
2017-08-10,126.17,297.68,274.86,335.66,346.89,1.81,2382.67,2438.21,1286.56,3425.67
2017-08-11,126.1,297.14,274.42,335.04,346.0,1.81,2371.72,2441.32,1290.96,3654.37
2017-08-12,126.1,297.14,274.42,335.04,346.0,1.81,2371.72,2441.32,1290.96,3871.62
2017-08-13,126.1,297.14,274.42,335.04,346.0,1.81,2371.72,2441.32,1290.96,4062.6
2017-08-14,126.16,297.61,274.73,335.42,346.44,1.81,2376.66,2465.84,1282.04,4327.94
2017-08-15,126.16,297.61,274.73,335.42,346.44,1.81,2376.66,2464.61,1271.5,4161.66
2017-08-16,126.2,297.98,275.22,336.14,347.39,1.81,2381.18,2468.11,1283.15,4387.4
2017-08-17,126.29,298.45,274.85,335.1,345.08,1.81,2353.18,2430.01,1287.53,4278.92
2017-08-18,126.33,298.93,275.22,335.63,345.65,1.81,2359.87,2425.55,1286.6,4105.37
2017-08-19,126.33,298.93,275.22,335.63,345.65,1.81,2359.87,2425.55,1286.6,4150.45
2017-08-20,126.33,298.93,275.22,335.63,345.65,1.81,2359.87,2425.55,1286.6,4066.6
2017-08-21,126.4,299.38,276.17,337.32,348.46,1.81,2377.28,2428.37,1291.98,4005.1
2017-08-22,126.38,299.24,276.36,337.77,349.34,1.81,2387.24,2452.51,1285.05,4089.7
2017-08-23,126.39,299.26,276.42,337.95,349.72,1.81,2391.06,2444.04,1290.75,4141.09
2017-08-24,126.41,299.69,278.29,341.5,356.23,1.81,2456.27,2438.97,1288.18,4318.35
2017-08-25,126.44,299.65,278.55,342.01,357.37,1.81,2471.74,2443.05,1291.08,4364.41
2017-08-26,126.44,299.65,278.55,342.01,357.37,1.81,2471.74,2443.05,1291.08,4352.3
2017-08-27,126.44,299.65,278.55,342.01,357.37,1.81,2471.74,2443.05,1291.08,4345.75
2017-08-28,126.47,299.81,280.02,344.62,362.41,1.81,2531.31,2444.24,1310.84,4390.31
